19:04:35.631986 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:37.132259 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:38.630191 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:43.614957 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:04:43.615679 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:04:43.818733 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:44.819908 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:45.819838 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:47.822741 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:48.822687 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:49.821206 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:51.451683 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:51.822887 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:52.610048 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:52.820835 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:53.449673 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:53.821012 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:54.451687 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:55.616086 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:56.449986 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:56.825850 IP 192.168.184.131.58477 > 192.168.184.132.imaps: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:06:30.465497 IP 192.168.184.132.1521 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465512 IP 192.168.184.132.gnutella-svc > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465516 IP 192.168.184.132.3052 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465531 IP 192.168.184.132.6689 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465764 IP 192.168.184.132.366 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465780 IP 192.168.184.132.imsp > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465903 IP 192.168.184.132.8011 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465908 IP 192.168.184.132.3851 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465927 IP 192.168.184.132.900 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465931 IP 192.168.184.132.12174 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465947 IP 192.168.184.132.svrloc > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465951 IP 192.168.184.132.44443 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465966 IP 192.168.184.132.9080 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465971 IP 192.168.184.132.6881 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465986 IP 192.168.184.132.vopied > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.465990 IP 192.168.184.132.417 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.466005 IP 192.168.184.132.4321 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.466078 IP 192.168.184.132.32778 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.467936 IP 192.168.184.131.50724 > 192.168.184.132.32777: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468032 IP 192.168.184.131.50724 > 192.168.184.132.9090: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468055 IP 192.168.184.131.50724 > 192.168.184.132.9001: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468060 IP 192.168.184.131.50724 > 192.168.184.132.56737: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468087 IP 192.168.184.131.50724 > 192.168.184.132.3809: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468092 IP 192.168.184.131.50724 > 192.168.184.132.8651: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468108 IP 192.168.184.131.50724 > 192.168.184.132.16001: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468127 IP 192.168.184.131.50724 > 192.168.184.132.41511: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468132 IP 192.168.184.131.50724 > 192.168.184.132.1035: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468148 IP 192.168.184.131.50724 > 192.168.184.132.x11: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468169 IP 192.168.184.131.50724 > 192.168.184.132.1102: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468178 IP 192.168.184.131.50724 > 192.168.184.132.2100: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468207 IP 192.168.184.131.50724 > 192.168.184.132.2725: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468212 IP 192.168.184.131.50724 > 192.168.184.132.49155: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468228 IP 192.168.184.131.50724 > 192.168.184.132.7025: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468247 IP 192.168.184.131.50724 > 192.168.184.132.6156: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468254 IP 192.168.184.131.50724 > 192.168.184.132.1023: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468285 IP 192.168.184.131.50724 > 192.168.184.132.55055: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468290 IP 192.168.184.131.50724 > 192.168.184.132.5500: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468305 IP 192.168.184.131.50724 > 192.168.184.132.340: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468328 IP 192.168.184.131.50724 > 192.168.184.132.2968: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468333 IP 192.168.184.131.50724 > 192.168.184.132.1556: Flags [S], seq 1120896925, win 1024, options [mss 1460], length 0
19:06:30.468362 IP 192.168.184.132.32777 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468367 IP 192.168.184.132.9090 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468386 IP 192.168.184.132.9001 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468391 IP 192.168.184.132.56737 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468407 IP 192.168.184.132.3809 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468446 IP 192.168.184.132.8651 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468451 IP 192.168.184.132.16001 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468468 IP 192.168.184.132.41511 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468489 IP 192.168.184.132.1035 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468494 IP 192.168.184.132.x11 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468706 IP 192.168.184.132.1102 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468714 IP 192.168.184.132.2100 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468771 IP 192.168.184.132.2725 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468775 IP 192.168.184.132.49155 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468792 IP 192.168.184.132.7025 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468797 IP 192.168.184.132.6156 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468831 IP 192.168.184.132.1023 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468836 IP 192.168.184.132.55055 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468853 IP 192.168.184.132.5500 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468857 IP 192.168.184.132.340 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468874 IP 192.168.184.132.2968 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.468878 IP 192.168.184.132.1556 > 192.168.184.131.50724: Flags [R.], seq 0, ack 1120896926, win 0, length 0
19:06:30.600915 IP 192.168.184.131.40165 > 192.168.184.132.loc-srv: Flags [S], seq 2698898165, win 1, options [wscale 10,nop,mss 1460,TS val 4294967295 ecr 0,sackOK], length 0
19:06:30.601167 IP 192.168.184.132.loc-srv > 192.168.184.131.40165: Flags [S.], seq 2155472182, ack 2698898166, win 17520, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:30.601456 IP 192.168.184.131.40165 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:30.702388 IP 192.168.184.131.40166 > 192.168.184.132.loc-srv: Flags [S], seq 2698898166, win 63, options [mss 1400,wscale 0,sackOK,TS val 4294967295 ecr 0,eol], length 0
19:06:30.702674 IP 192.168.184.132.loc-srv > 192.168.184.131.40166: Flags [S.], seq 2155537581, ack 2698898167, win 16800, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:30.702963 IP 192.168.184.131.40166 > 192.168.184.132.loc-srv: Flags [R], seq 2698898167, win 0, length 0
19:06:30.804040 IP 192.168.184.131.40167 > 192.168.184.132.loc-srv: Flags [S], seq 2698898167, win 4, options [TS val 4294967295 ecr 0,nop,nop,wscale 5,nop,mss 640], length 0
19:06:30.804336 IP 192.168.184.132.loc-srv > 192.168.184.131.40167: Flags [S.], seq 2155600718, ack 2698898168, win 16640, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0], length 0
19:06:30.804655 IP 192.168.184.131.40167 > 192.168.184.132.loc-srv: Flags [R], seq 2698898168, win 0, length 0
19:06:30.905614 IP 192.168.184.131.40168 > 192.168.184.132.loc-srv: Flags [S], seq 2698898168, win 4, options [sackOK,TS val 4294967295 ecr 0,wscale 10,eol], length 0
19:06:30.905957 IP 192.168.184.132.loc-srv > 192.168.184.131.40168: Flags [S.], seq 2155669720, ack 2698898169, win 16616, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:30.906214 IP 192.168.184.131.40168 > 192.168.184.132.loc-srv: Flags [R], seq 2698898169, win 0, length 0
19:06:31.007043 IP 192.168.184.131.40169 > 192.168.184.132.loc-srv: Flags [S], seq 2698898169, win 16, options [mss 536,sackOK,TS val 4294967295 ecr 0,wscale 10,eol], length 0
19:06:31.007395 IP 192.168.184.132.loc-srv > 192.168.184.131.40169: Flags [S.], seq 2155732365, ack 2698898170, win 16616, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.007686 IP 192.168.184.131.40169 > 192.168.184.132.loc-srv: Flags [R], seq 2698898170, win 0, length 0
19:06:31.108575 IP 192.168.184.131.40170 > 192.168.184.132.loc-srv: Flags [S], seq 2698898170, win 512, options [mss 265,sackOK,TS val 4294967295 ecr 0], length 0
19:06:31.108892 IP 192.168.184.132.loc-srv > 192.168.184.131.40170: Flags [S.], seq 2155792931, ack 2698898171, win 16430, options [mss 1460,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.109267 IP 192.168.184.131.40170 > 192.168.184.132.loc-srv: Flags [R], seq 2698898171, win 0, length 0
19:06:31.210275 IP 192.168.184.131 > 192.168.184.132: ICMP echo request, id 34419, seq 295, length 128
19:06:31.210490 IP 192.168.184.132 > 192.168.184.131: ICMP echo reply, id 34419, seq 295, length 128
19:06:31.237548 IP 192.168.184.131 > 192.168.184.132: ICMP echo request, id 34420, seq 296, length 158
19:06:31.237834 IP 192.168.184.132 > 192.168.184.131: ICMP echo reply, id 34420, seq 296, length 158
19:06:31.264950 IP 192.168.184.131.40040 > 192.168.184.132.32737: UDP, length 300
19:06:31.265228 IP 192.168.184.132 > 192.168.184.131: ICMP 192.168.184.132 udp port 32737 unreachable, length 36
19:06:31.292173 IP 192.168.184.131.40176 > 192.168.184.132.loc-srv: Flags [S], seq 2698898165, win 512, options [mss 265,sackOK,TS val 4294967295 ecr 0], length 0
19:06:31.292493 IP 192.168.184.132.loc-srv > 192.168.184.131.40176: Flags [S.], seq 2155885305, ack 2698898166, win 16430, options [mss 1460,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.292841 IP 192.168.184.131.40176 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.319713 IP 192.168.184.131.40177 > 192.168.184.132.loc-srv: Flags [SEW], seq 2698898165, win 3, options [wscale 10,nop,mss 1460,sackOK,nop,nop], length 0
19:06:31.320032 IP 192.168.184.132.loc-srv > 192.168.184.131.40177: Flags [S.], seq 2155949963, ack 2698898166, win 17520, options [mss 1460,nop,wscale 0,nop,nop,sackOK], length 0
19:06:31.320347 IP 192.168.184.131.40177 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.346946 IP 192.168.184.131.40179 > 192.168.184.132.loc-srv: Flags [none], win 128, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.347280 IP 192.168.184.132.loc-srv > 192.168.184.131.40179: Flags [R.], seq 0, ack 2698898165, win 0, length 0
19:06:31.374309 IP 192.168.184.131.40180 > 192.168.184.132.loc-srv: Flags [FSPU], seq 2698898165, win 256, urg 0, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.374617 IP 192.168.184.132.loc-srv > 192.168.184.131.40180: Flags [S.], seq 2156009209, ack 2698898166, win 16430, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.374918 IP 192.168.184.131.40180 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.401570 IP 192.168.184.131.40181 > 192.168.184.132.loc-srv: Flags [.], ack 1530208336, win 1024, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.401912 IP 192.168.184.132.loc-srv > 192.168.184.131.40181: Flags [R], seq 1530208336, win 0, length 0
19:06:31.428968 IP 192.168.184.131.40182 > 192.168.184.132.tcpmux: Flags [S], seq 2698898165, win 31337, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.429247 IP 192.168.184.132.tcpmux > 192.168.184.131.40182: Flags [R.], seq 0, ack 2698898166, win 0, length 0
19:06:31.456203 IP 192.168.184.131.40183 > 192.168.184.132.tcpmux: Flags [.], ack 1530208336, win 32768, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.456500 IP 192.168.184.132.tcpmux > 192.168.184.131.40183: Flags [R], seq 1530208336, win 0, length 0
19:06:31.483630 IP 192.168.184.131.40184 > 192.168.184.132.tcpmux: Flags [FPU], seq 2698898165, win 65535, urg 0, options [wscale 15,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.483968 IP 192.168.184.132.tcpmux > 192.168.184.131.40184: Flags [R.], seq 0, ack 2698898166, win 0, length 0
19:06:31.511025 IP 192.168.184.131.40176 > 192.168.184.132.loc-srv: Flags [S], seq 2698898165, win 512, options [mss 265,sackOK,TS val 4294967295 ecr 0], length 0
19:06:31.511338 IP 192.168.184.132.loc-srv > 192.168.184.131.40176: Flags [S.], seq 2156094047, ack 2698898166, win 16430, options [mss 1460,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.511642 IP 192.168.184.131.40176 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.538360 IP 192.168.184.131.40177 > 192.168.184.132.loc-srv: Flags [SEW], seq 2698898165, win 3, options [wscale 10,nop,mss 1460,sackOK,nop,nop], length 0
19:06:31.538675 IP 192.168.184.132.loc-srv > 192.168.184.131.40177: Flags [S.], seq 2156137524, ack 2698898166, win 17520, options [mss 1460,nop,wscale 0,nop,nop,sackOK], length 0
19:06:31.538932 IP 192.168.184.131.40177 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.565613 IP 192.168.184.131.40179 > 192.168.184.132.loc-srv: Flags [none], win 128, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.565911 IP 192.168.184.132.loc-srv > 192.168.184.131.40179: Flags [R.], seq 0, ack 1, win 0, length 0
19:06:31.593012 IP 192.168.184.131.40180 > 192.168.184.132.loc-srv: Flags [FSPU], seq 2698898165, win 256, urg 0, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.593330 IP 192.168.184.132.loc-srv > 192.168.184.131.40180: Flags [S.], seq 2156214798, ack 2698898166, win 16430, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.593620 IP 192.168.184.131.40180 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.620433 IP 192.168.184.131.40181 > 192.168.184.132.loc-srv: Flags [.], ack 1, win 1024, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.620727 IP 192.168.184.132.loc-srv > 192.168.184.131.40181: Flags [R], seq 1530208336, win 0, length 0
19:06:31.647787 IP 192.168.184.131.40182 > 192.168.184.132.tcpmux: Flags [S], seq 2698898165, win 31337, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.648089 IP 192.168.184.132.tcpmux > 192.168.184.131.40182: Flags [R.], seq 0, ack 1, win 0, length 0
19:06:31.675008 IP 192.168.184.131.40183 > 192.168.184.132.tcpmux: Flags [.], ack 1, win 32768, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.675317 IP 192.168.184.132.tcpmux > 192.168.184.131.40183: Flags [R], seq 1530208336, win 0, length 0
19:06:31.702371 IP 192.168.184.131.40176 > 192.168.184.132.loc-srv: Flags [S], seq 2698898165, win 512, options [mss 265,sackOK,TS val 4294967295 ecr 0], length 0
19:06:31.702676 IP 192.168.184.132.loc-srv > 192.168.184.131.40176: Flags [S.], seq 2156300540, ack 2698898166, win 16430, options [mss 1460,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.702956 IP 192.168.184.131.40176 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.729736 IP 192.168.184.131.40177 > 192.168.184.132.loc-srv: Flags [SEW], seq 2698898165, win 3, options [wscale 10,nop,mss 1460,sackOK,nop,nop], length 0
19:06:31.730054 IP 192.168.184.132.loc-srv > 192.168.184.131.40177: Flags [S.], seq 2156348250, ack 2698898166, win 17520, options [mss 1460,nop,wscale 0,nop,nop,sackOK], length 0
19:06:31.730343 IP 192.168.184.131.40177 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.757001 IP 192.168.184.131.40179 > 192.168.184.132.loc-srv: Flags [none], win 128, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.757304 IP 192.168.184.132.loc-srv > 192.168.184.131.40179: Flags [R.], seq 0, ack 1, win 0, length 0
19:06:31.784468 IP 192.168.184.131.40180 > 192.168.184.132.loc-srv: Flags [FSPU], seq 2698898165, win 256, urg 0, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.784789 IP 192.168.184.132.loc-srv > 192.168.184.131.40180: Flags [S.], seq 2156393633, ack 2698898166, win 16430, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.785057 IP 192.168.184.131.40180 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.811866 IP 192.168.184.131.40181 > 192.168.184.132.loc-srv: Flags [.], ack 1, win 1024, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.812171 IP 192.168.184.132.loc-srv > 192.168.184.131.40181: Flags [R], seq 1530208336, win 0, length 0
19:06:31.839136 IP 192.168.184.131.40182 > 192.168.184.132.tcpmux: Flags [S], seq 2698898165, win 31337, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.839430 IP 192.168.184.132.tcpmux > 192.168.184.131.40182: Flags [R.], seq 0, ack 1, win 0, length 0
19:06:31.866402 IP 192.168.184.131.40183 > 192.168.184.132.tcpmux: Flags [.], ack 1, win 32768, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.866698 IP 192.168.184.132.tcpmux > 192.168.184.131.40183: Flags [R], seq 1530208336, win 0, length 0
19:06:31.893757 IP 192.168.184.131.40176 > 192.168.184.132.loc-srv: Flags [S], seq 2698898165, win 512, options [mss 265,sackOK,TS val 4294967295 ecr 0], length 0
19:06:31.894038 IP 192.168.184.132.loc-srv > 192.168.184.131.40176: Flags [S.], seq 2156479841, ack 2698898166, win 16430, options [mss 1460,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
19:06:31.894325 IP 192.168.184.131.40176 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.919561 IP 192.168.184.131.40177 > 192.168.184.132.loc-srv: Flags [SEW], seq 2698898165, win 3, options [wscale 10,nop,mss 1460,sackOK,nop,nop], length 0
19:06:31.919866 IP 192.168.184.132.loc-srv > 192.168.184.131.40177: Flags [S.], seq 2156566557, ack 2698898166, win 17520, options [mss 1460,nop,wscale 0,nop,nop,sackOK], length 0
19:06:31.920192 IP 192.168.184.131.40177 > 192.168.184.132.loc-srv: Flags [R], seq 2698898166, win 0, length 0
19:06:31.946155 IP 192.168.184.131.40179 > 192.168.184.132.loc-srv: Flags [none], win 128, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.946433 IP 192.168.184.132.loc-srv > 192.168.184.131.40179: Flags [R.], seq 0, ack 1, win 0, length 0
19:06:31.973563 IP 192.168.184.131.40180 > 192.168.184.132.loc-srv: Flags [FSPU], seq 2698898165, win 256, urg 0, options [wscale 10,nop,mss 265,TS val 4294967295 ecr 0,sackOK], length 0
19:06:31.973874 IP 192.168.184.132.loc-srv > 192.168.184.131.40180: Flags [S.], seq 2156603907, ack 2698898166, win 16430, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
