19:12:13.207477 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:12:13.208242 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:12:13.410242 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:14.408118 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:15.410108 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:17.412486 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:18.414511 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:19.412617 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:21.414260 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:22.414352 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:23.414382 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:26.415309 IP 192.168.184.131.55457 > 192.168.184.132.telnet: Flags [S], seq 2900692532, win 1024, options [mss 1460], length 0
19:22:26.125007 IP 192.168.184.132.16993 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125039 IP 192.168.184.132.2001 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125067 IP 192.168.184.132.9877 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125086 IP 192.168.184.132.5850 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125112 IP 192.168.184.132.7999 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125129 IP 192.168.184.132.5911 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125144 IP 192.168.184.132.4005 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125171 IP 192.168.184.132.44442 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125198 IP 192.168.184.132.1121 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125214 IP 192.168.184.132.4111 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125240 IP 192.168.184.132.19842 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125267 IP 192.168.184.132.4848 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125458 IP 192.168.184.132.264 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125485 IP 192.168.184.132.5800 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125503 IP 192.168.184.132.1761 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125520 IP 192.168.184.132.4449 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125540 IP 192.168.184.132.1700 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125557 IP 192.168.184.132.2909 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125575 IP 192.168.184.132.15004 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.125608 IP 192.168.184.131.62596 > 192.168.184.132.1494: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125691 IP 192.168.184.131.62596 > 192.168.184.132.52822: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125710 IP 192.168.184.131.62596 > 192.168.184.132.gnutella-svc: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125739 IP 192.168.184.131.62596 > 192.168.184.132.1247: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125758 IP 192.168.184.131.62596 > 192.168.184.132.2399: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125776 IP 192.168.184.131.62596 > 192.168.184.132.5631: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125793 IP 192.168.184.131.62596 > 192.168.184.132.1002: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125811 IP 192.168.184.131.62596 > 192.168.184.132.1055: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125829 IP 192.168.184.131.62596 > 192.168.184.132.6565: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125846 IP 192.168.184.131.62596 > 192.168.184.132.10025: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125864 IP 192.168.184.131.62596 > 192.168.184.132.4567: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.125917 IP 192.168.184.132.1494 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126022 IP 192.168.184.132.52822 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126054 IP 192.168.184.132.gnutella-svc > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126072 IP 192.168.184.132.1247 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126101 IP 192.168.184.132.2399 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126119 IP 192.168.184.132.5631 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126149 IP 192.168.184.132.1002 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126197 IP 192.168.184.132.1055 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126230 IP 192.168.184.132.6565 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126261 IP 192.168.184.132.10025 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.126337 IP 192.168.184.132.4567 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.128215 IP 192.168.184.131.62596 > 192.168.184.132.45100: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.128311 IP 192.168.184.131.62596 > 192.168.184.132.9011: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.128330 IP 192.168.184.131.62596 > 192.168.184.132.16012: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.128559 IP 192.168.184.132.45100 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.128673 IP 192.168.184.132.9011 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.128693 IP 192.168.184.132.16012 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.225971 IP 192.168.184.131.62595 > 192.168.184.132.10003: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.226278 IP 192.168.184.132.10003 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.233682 IP 192.168.184.131.62595 > 192.168.184.132.5730: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.233968 IP 192.168.184.132.5730 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.241448 IP 192.168.184.131.62595 > 192.168.184.132.2144: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.241702 IP 192.168.184.132.2144 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.249279 IP 192.168.184.131.62595 > 192.168.184.132.x11-6: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.249572 IP 192.168.184.132.x11-6 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.257040 IP 192.168.184.131.62595 > 192.168.184.132.55555: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.257328 IP 192.168.184.132.55555 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.264960 IP 192.168.184.131.62595 > 192.168.184.132.27356: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.265254 IP 192.168.184.132.27356 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.272751 IP 192.168.184.131.62595 > 192.168.184.132.1078: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.273039 IP 192.168.184.132.1078 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.280525 IP 192.168.184.131.62595 > 192.168.184.132.5440: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.280820 IP 192.168.184.132.5440 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.288328 IP 192.168.184.131.62595 > 192.168.184.132.4006: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.288614 IP 192.168.184.132.4006 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.296158 IP 192.168.184.131.62595 > 192.168.184.132.1301: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.296450 IP 192.168.184.132.1301 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.304176 IP 192.168.184.131.62595 > 192.168.184.132.isisd: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.304464 IP 192.168.184.132.isisd > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.311796 IP 192.168.184.131.62595 > 192.168.184.132.2009: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.312072 IP 192.168.184.132.2009 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.319665 IP 192.168.184.131.62595 > 192.168.184.132.rmtcfg: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.319953 IP 192.168.184.132.rmtcfg > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.327514 IP 192.168.184.131.62596 > 192.168.184.132.10003: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.327804 IP 192.168.184.132.10003 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.335306 IP 192.168.184.131.62596 > 192.168.184.132.5730: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.335616 IP 192.168.184.132.5730 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.342956 IP 192.168.184.131.62596 > 192.168.184.132.2144: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.343241 IP 192.168.184.132.2144 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.350950 IP 192.168.184.131.62596 > 192.168.184.132.x11-6: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.351241 IP 192.168.184.132.x11-6 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.358616 IP 192.168.184.131.62596 > 192.168.184.132.55555: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.358892 IP 192.168.184.132.55555 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.366571 IP 192.168.184.131.62596 > 192.168.184.132.27356: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.366867 IP 192.168.184.132.27356 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.374322 IP 192.168.184.131.62596 > 192.168.184.132.1078: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.374609 IP 192.168.184.132.1078 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.382143 IP 192.168.184.131.62596 > 192.168.184.132.5440: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.382431 IP 192.168.184.132.5440 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.390015 IP 192.168.184.131.62596 > 192.168.184.132.4006: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.390298 IP 192.168.184.132.4006 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.397681 IP 192.168.184.131.62596 > 192.168.184.132.1301: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.397984 IP 192.168.184.132.1301 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.405585 IP 192.168.184.131.62596 > 192.168.184.132.isisd: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.405872 IP 192.168.184.132.isisd > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.413286 IP 192.168.184.131.62596 > 192.168.184.132.2009: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.413474 IP 192.168.184.132.2009 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.424550 IP 192.168.184.131.62595 > 192.168.184.132.44501: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.424831 IP 192.168.184.132.44501 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.437349 IP 192.168.184.131.62595 > 192.168.184.132.55056: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.437635 IP 192.168.184.132.55056 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.449045 IP 192.168.184.131.62595 > 192.168.184.132.1310: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.449333 IP 192.168.184.132.1310 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.460968 IP 192.168.184.131.62595 > 192.168.184.132.27353: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.461232 IP 192.168.184.132.27353 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.472512 IP 192.168.184.131.62595 > 192.168.184.132.1071: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.472807 IP 192.168.184.132.1071 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.484235 IP 192.168.184.131.62595 > 192.168.184.132.17877: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.484526 IP 192.168.184.132.17877 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.495934 IP 192.168.184.131.62595 > 192.168.184.132.1044: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.496188 IP 192.168.184.132.1044 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.507663 IP 192.168.184.131.62595 > 192.168.184.132.2190: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.507963 IP 192.168.184.132.2190 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.519404 IP 192.168.184.131.62595 > 192.168.184.132.nntps: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.519700 IP 192.168.184.132.nntps > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.531284 IP 192.168.184.131.62596 > 192.168.184.132.44501: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.531574 IP 192.168.184.132.44501 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.542900 IP 192.168.184.131.62596 > 192.168.184.132.55056: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.543208 IP 192.168.184.132.55056 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.554542 IP 192.168.184.131.62596 > 192.168.184.132.1310: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.554764 IP 192.168.184.132.1310 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.566322 IP 192.168.184.131.62596 > 192.168.184.132.27353: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.566612 IP 192.168.184.132.27353 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.577968 IP 192.168.184.131.62596 > 192.168.184.132.1071: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.578264 IP 192.168.184.132.1071 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.589685 IP 192.168.184.131.62596 > 192.168.184.132.17877: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.589976 IP 192.168.184.132.17877 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.601376 IP 192.168.184.131.62596 > 192.168.184.132.1044: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.601657 IP 192.168.184.132.1044 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.613199 IP 192.168.184.131.62596 > 192.168.184.132.2190: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.613498 IP 192.168.184.132.2190 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.624876 IP 192.168.184.131.62595 > 192.168.184.132.6779: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.625149 IP 192.168.184.132.6779 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.636529 IP 192.168.184.131.62595 > 192.168.184.132.webmin: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.636815 IP 192.168.184.132.webmin > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.648299 IP 192.168.184.131.62595 > 192.168.184.132.9000: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.648571 IP 192.168.184.132.9000 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.660024 IP 192.168.184.131.62595 > 192.168.184.132.4444: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.660304 IP 192.168.184.132.4444 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.671721 IP 192.168.184.131.62595 > 192.168.184.132.3324: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.671992 IP 192.168.184.132.3324 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.683508 IP 192.168.184.131.62595 > 192.168.184.132.2021: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.683824 IP 192.168.184.132.2021 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.726486 IP 192.168.184.131.62596 > 192.168.184.132.6779: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.726732 IP 192.168.184.132.6779 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.738286 IP 192.168.184.131.62596 > 192.168.184.132.webmin: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.738591 IP 192.168.184.132.webmin > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.749869 IP 192.168.184.131.62596 > 192.168.184.132.9000: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.750163 IP 192.168.184.132.9000 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.761673 IP 192.168.184.131.62596 > 192.168.184.132.4444: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.761914 IP 192.168.184.132.4444 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.773432 IP 192.168.184.131.62596 > 192.168.184.132.3324: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.773743 IP 192.168.184.132.3324 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.785125 IP 192.168.184.131.62596 > 192.168.184.132.2021: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.785431 IP 192.168.184.132.2021 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.828084 IP 192.168.184.131.62595 > 192.168.184.132.1132: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.828368 IP 192.168.184.132.1132 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.851508 IP 192.168.184.131.62595 > 192.168.184.132.50800: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.851800 IP 192.168.184.132.50800 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.875326 IP 192.168.184.131.62595 > 192.168.184.132.4: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.875643 IP 192.168.184.132.4 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.898707 IP 192.168.184.131.62595 > 192.168.184.132.5960: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.899393 IP 192.168.184.132.5960 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.919688 IP 192.168.184.131.62595 > 192.168.184.132.9503: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.920002 IP 192.168.184.132.9503 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.943712 IP 192.168.184.131.62596 > 192.168.184.132.1132: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.944004 IP 192.168.184.132.1132 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.966955 IP 192.168.184.131.62596 > 192.168.184.132.50800: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.967270 IP 192.168.184.132.50800 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:26.990448 IP 192.168.184.131.62596 > 192.168.184.132.4: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.990750 IP 192.168.184.132.4 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:27.013859 IP 192.168.184.131.62596 > 192.168.184.132.5960: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:27.014148 IP 192.168.184.132.5960 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:27.037385 IP 192.168.184.131.62595 > 192.168.184.132.bgpd: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:27.037696 IP 192.168.184.132.bgpd > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
